date,condition,review,rating
"July 31, 2012",Panic Disorder,"I was suffering from nocturnal anxiety attacks for several months, but Xanax helps me get a good night's rest most of the time.  0.5 mg gets me to sleep, but 1 mg knocks me out for the whole night.  I do not find that I wake up groggy or experience any other side effects, although I am wary about withdrawal symptoms.  It's a great medicine overall though!",8.0
"July 26, 2012",Anxiety,This is an ABSOULUTE LIFE SAVER if you have bad anxiety or having a panic attack. Would be lost without it,10
"July 21, 2012",Anxiety,"Very effective medication, not quite as long lasting as similar ones, but very effective.",10
"July 17, 2012",Dysautonomia,Only thing that keeps me sane and under my own control,10
"July 17, 2012",Panic Disorder,This medicine has helped me so much. I suffer from severe panic attacks 3-4 times a day. I think I am dying all the time. Without this medicine I don't know what or where I would be.,10
"June 26, 2012",Anxiety,"Brilliant, the only thing that helps my anxiety and panic attacks.
",9.0
"June 18, 2012",Panic Disorder,"Am female veteran that served in Afghanistan and Iraq in the Navy. I got out in 2003 and have been going to the VA ever since. I have post traumatic stress disorder and extremely bad panic attacks.  At least 3 to 4x's a day. I can't leave my home; I'm paralyzed with fear. At first the VA came up with the right combination of 
QUETIAPINE and 3MG Xanax Daily. I was able to go back to work as a correctional officer at a Georgia state prison. I was happy and my kids were happy.  Miracle. Then the VA Mental Health Center at Dublin canceled all Xanax for everyone last January 2011. In the last year I have lost my job, friends, kids. I'm scared all the time. I have on slots of panic attacks and can't leave the house anymore. 

",10
"May 23, 2012",Anxiety,Good,10
"May 14, 2012",Anxiety,"Does what it's supposed to do, but don't stop taking it cold turkey. You definitely need to ween yourself off if you've been taking it for awhile.",7.0
"May 3, 2012",Depression,"I have been diagnosed with depression and panic disorder (for 20 years now). I learned over the years that if I could keep my anxiety/panic under good control I would be much less likely to go into depression (uncontrolled anxiety greatly increases the chance I will experience depression). Xanax works extremely well at keeping my anxiety (and hence depression) under control. These days I don't need to use it continuously because just knowing that Xanax is there and works so well if I need it has a calming effect. I didn't give Xanax 10/10 though because it has one annoying side effect for me: it kills my libido rather effectively if I take it for a few days. Apart from that, very tolerable - way more so than any antidepressant I was on.",8.0
"April 27, 2012",Anxiety,"I am a 33 year old mother of 4 and suffered from depression and very bad anxiety for 5 years. Been in hospital 11 times, the longest 6 months. They filled me with all sorts of medicines at some points. I was so out of it but then a new doctor I met gave me Xanax along with some other antidepressants and I am doing fine and living a normal life. I think these are great.",9.0
"April 14, 2012",Anxiety,"I have had tremendous benefits from just 0.25mg taken as needed.  I previously had lived with anxiety and panic (from social situations, particularly work meetings, eating out at restaurants, etc) for about 9 months before working up the courage to see my doctor.  I started developing avoidance tendencies, and decided that I was tired of letting anxiety run my life.  I am careful to take it only as needed, and would highly recommend for those with occasional severe anxiety or panic.  I've been exercising more and focusing hard on positive thinking, and that combination with the occasional Xanax has been tremendous. Remember, you have an awesome life to live!",9.0
"April 10, 2012",Anxiety,"I used to work for a bank and I was being helped by one of my colleagues on opening an account for a customer. I was making many mistakes, I began to panic and I was sweating profusely. The customers wouldn't make much conversation with me because they felt they we're making me nervous. I had to excuse myself to take a breather in the break room! Xanax has helped me become more relaxed and socially open with strangers. I feel like my job interviews are going to be pleasant now! The only side effect I experience is tiredness after the medicine wears out, but that only lasted for about 1 hour for me.",9.0
"March 27, 2012",Anxiety,"When the world is closing in on me I take a Xanax and suddenly I'm able to function again. I can learn and adapt and I feel like I can capture and retain information better. Without it any new information is lost on me and my learning process is inhibited. The little stuff is not a problem anymore and I can focus on accomplishing anything I need to. I didn't start having anxiety attacks until after college. I did really well and all of a sudden I felt like in the real world I could not meet the expectations because of how well I did in school. Everything became too much. Debt, learning a new job, reading (which is my favorite thing to do), being with family and friends. I hit a wall. Even with anti-depressants I could not function.",10
"March 26, 2012",Panic Disorder,"I've been on 1mg of Xanax-1 tablet 4 times a day along with 20mg of Prozac. I have severe panic disorder. I've been on this dose for many years and have not experienced any ""tolerance"" issues. Xanax get's a bad rap because many people abuse it or go above the Dr's prescribed dose. See your Dr. if this isn't working for you. Don't take more than what you're prescribed. Everybody breaks down medications differently.",10
"March 26, 2012",Anxiety,Xanax is great. It gets rid of anxiety but makes me drowsy.,8.0
"March 21, 2012",Anxiety,"It helps me from having severe anxiety attacks, I do go through normal emotions, so I only take them when I get too overwhelmed and I am going to have an anxiety attack. They are very helpful.",7.0
"March 20, 2012",Anxiety,"Very good. A little drowsiness after panic subsides, though I'm not sure if this is due to a physiological response to subsiding high levels of hormones associated with fight/flight response (e.g., cortisol and adrenaline) involved in panic attacks.",10
"March 7, 2012",Anxiety,Helps me a lot.,10
"March 1, 2012",,"Xanax is the perfect solution for those of us who have trouble sleeping, Off to sleep you go !!! no strange thoughts buzzing around your head, just quality restfull sleep with no groggy after affects, but i do wonder if it so astute at switching my brain off from random thoughts is it affecting my ability at work and such, (ie) to just cruise and be content instead of getting on the front foot and nutting things out, being a go getter?? i only use as required and cant praise this substance enough.",9.0
"February 27, 2012",Anxiety,"I've taken Xanax for years for occassional insomia. For the past year, I've been battling with high blood pressure along with some new health issues that popped up. For the last two weeks, my heart has been racing and my stomach has had butterflies.  I really felt like hiding under the covers and didn't know why. I kept wondering why am I SO afraid lying in bed watching TV?  I felt as though my heart was about to just rip itself out of my chest.  So I decided to take a Xanax during the day and it was like a miracle cure.  Hopefully, the panic attacks wont last forever, but thank God, I had something to help.",9.0
"February 19, 2012",Anxiety,Just great. I do not use the prescribed amount (0.5mg every 8 hours or every 4 hours as needed). I have not used for a week now but just took 1/2 pill and 25 minutes later I feel good.,10
"February 19, 2012",Anxiety,I do not use nearly the dosage prescribed to me (0.5mg every 8 hours or every 4 hours as needed). I have used 8 pills in the last 21 days and none since a week ago. I was feeling a little anxious just now and took a half pill and 25 minutes later I feel relaxed and find it easier to breath.,NaN
"February 14, 2012",Panic Disorder,"Amazing. Helps so much with my panic attacks. It works almost instantly, which is just what I need. By the time Xanax kicks in, the worst of my panic attack has lessened. This medicine allows me to quickly nip the attack in the bud and allow me to function normally. It does taste terrible, but is worth it! Great medicine. Fast working and effective. What more could you ask for?",10
"February 12, 2012",Anxiety,"Xanax has literally saved my life. I also suffer of mitral valve prolapse and I had mvp symptoms when stressed or when my panic attacks and anxiety would kick in. Xanax took care of all my symptoms, it even kept my spiking blood pressure in check. What a miracle medication, thank you from my heart to whoever found it.",NaN
"February 2, 2012",Anxiety,"I am so thankful for this medication! It has saved me countless trips to the ER due to severe, gripping panic attacks. It took about 8 years of anxiety, useless ""trying"" of several SSRI's, and DOZENS of trips to the hospital hyperventilating, shaking, screaming with my pulse approaching 200 before a smart doctor finally prescribed Me Xanax. 
I take the medication on an as-needed basis, and sparingly.
I take 0.25mg (half pill) to prevent anxiety attacks when anticipating an panic-inducing situation. I take 0.50mg at the first signs an attack is starting. The quickest, most effective route is to lightly crush the pill with your teeth and let it dissolve beneath your tongue. 
My experience with Xanax is pretty much identical to that of Ativan.",9.0
"February 2, 2012",Anxiety,"Since developing Pneumonia back in September I have been experiencing very bad panic attacks (never had them before the pneumonia). I didnt know what panic attacks even were so I spent countless days in the hospital really feeling like I was dying. I believe the panic attacks is masking another condition that the doctors have yet to find, which also means the Xanax is just masking something not treating it at all. But I have to live with taking them because nothing else helps.",NaN
"January 22, 2012",Anxiety,"It kicks in fast when you get that real bad feeling but I'm tired of taking pills everyday and it happenes everyday a few times a day, bad body aches breathing chest pains. I don't even worry about anything and boom it creeps up on me fast. ",9.0
"January 13, 2012",Panic Disorder,Have had panic attacks off and on for 37 yrs. and this is the BEST of all the benzo family  for relief!! IT WORKS !!!,10
"January 6, 2012",Anxiety,"Xanax has been a life saver. I have always had problems feeling a little anxious.  But once I was diagnosed as having a brain tumor at 26, it only made things worse.  My doctor prescribed Lexapro, which worked okay, but I didn't like the way it made me feel, so I stopped taking them on my own.  One particular night about 3 weeks ago, I got so upset that I thought I was having a heart attack.  I was dizzy, chest hurting and pounding, weakness. Nobody could find anything medically wrong with me.  I asked the doctor for something for anxiety to which he prescribed Xanax 0.25mg every 6 hours and within the 30 minutes of taking it, all my symptoms had diminished.  Xanax really saved my life.",10
"January 3, 2012",Panic Disorder,"I have had a lot of bad things happen in my life, and sometimes I wondered why. I felt like I didn't want to live in this world full of evil, hate and violence. Xanax has helped me for over 18 years to calm me and let me understand that no matter what happens, I will be ok.  ",10
"January 3, 2012",Anxiety,"I suffer from panic attacks that occur after I go to sleep.  I wake up about an hour or so after I fall asleep (I don't have trouble falling asleep) freaking out.  My heart is racing, I am terrified and I feel like I will go crazy before it stops.  They are so scary because no matter how many times I have suffered through them, I am always sure I am dying when I have one.  Previously I was given other medications like Buspar or Paxil, but I didn't tolerate them very well and they did not stop the attacks - only slowed them down.  Once I was prescribed Xanax I noticed that the medication would actually stop a panic attack in its tracks, which was a miracle.  The medication has almost completely stopped the attacks - but not 100 %.",9.0
"December 31, 2011",Anxiety,"Xanax is a miracle. Just recently prescribed Xanax and Lexapro at age 33 for generalized anxiety disorder and I can honestly say that I am back to my old self. I have only had 2 panic attacks in the last 6 months. I can sleep all night without waking up, I am much more laid back, I am calm and not worrying all the time. I would definitely talk to your MD about both of these medicines if you truly have an Anxiety disorder.  Both have been a life saver for me and my family.",10
"December 30, 2011",Panic Disorder,"I have had horrible panic attacks out of nowhere since I was in elementary school. I got on Xanax when I was 13 years old, and still take it today. It has been a God send and I have tried cognitive-behavioral therapy, counseling, SSRIs, other benzodiazepines, etc. and this has been the medication that has helped the most! I have gotten my anxiety under control and only take it as needed.",10
"December 28, 2011",Panic Disorder,"This medicine has saved my life ten-times-over, given me a quality of life on par with others and above all else allowed me to succeed. I have had panic disorder
since childhood and wasn't prescribed Xanax until age 23. Now I can do anything I want, panic and anxiety free. The sky is the limit really. This is medicine can save lives, the perfect freedom gift.",10
"December 27, 2011",Anxiety,"I have taken Xanax for 24 years and it has been a life-saver for me!  When my psychiatrist prescribed it for me, 24 years ago, I was just about at the end of my rope.  I was crying all the time, was hyperventilating, had bouts of my heart fluttering and many other typical ""anxiety-related"" symptoms. I was at the point that I was afraid I was dying or going crazy. Over the years, my dosage has been adjusted to work with my life at the time, but I have always taken it exactly as prescribed and have never wanted or needed more than was prescribed.  As a matter of fact, I am currently taking 0.5 mg two times per day, but can take as much as 1 mg five times per day.",10
"December 27, 2011",Anxiety,Works great for short notices. If you find yourself in a anxiety situation or short notice to do some public speaking then Xanax is great for those situations.  When I take them I only take half the pill and that dose is fine for me. It kicks in about 20-30 minutes and lasts a good couple of hours at the most. Its similar to Klonopin but works faster. I recommend it for as needed use only. If its an all day thing then Klonopin is better. Just my experience with it. Others may vary.,9.0
"December 16, 2011",Anxiety,"This works great for me too, with little to no side effects. But the doctors say it is addictive. I HAVEN'T NOTICED. Been on it for over a year I take as needed. I think I need a higher dose but they want to get me off of it, the one thing that works for me, are they crazy. I do just fine on this why change it.",NaN
"December 14, 2011",Depression,"I'm 37 yrs old I have been dealing with severe depression all my life. I have tried every antidepressant medicine under the sun, some were mildly effective but the side effects were worse than the depression. I went to a new doctor and he asked if I have ever tried Xanax. I said no I thought that was used for anxiety. He prescribed me 1.5 mg a day I started noticing a difference the first day. This stuff is amazing been on it for 2 months finally some relief. Its unfortunate its abused so much and so hard to get a doctor to prescribe it. I haven't had any side effects, I have such a positive outlook on everything now. It has completely changed my life for the better. All the symptoms that come along with depression I had are gone.",10
"December 13, 2011",Anxiety,As soon as I started taking Xanax I started to feel much better. I have had anxiety and panic attacks for years and Xanax has really helped me. I have had zero side effect from taking it. So far going well.,10
"December 11, 2011",Anxiety,"I suffer from generalized anxiety disorder, so Xanax has served as my ""safety net"" in times of distress. When taken as prescribed, those of us who need it simply feel like life is bearable again. Those nagging irrational thought patterns and worries are silenced.

However, Xanax is not a medicine to be taken lightly (hence the bad reputation it's received). It's short half-life causes cravings to re-dose (vs Klonopin, which never gives me those feelings). Use in moderation, and make an effort to see a cognitive-behavioral therapist if you haven't done so.",10
"December 11, 2011",Panic Disorder,"This treatment completely stopped my panic attacks which I thought could never be controlled. Just take 1 when you get up to guarantee a peaceful day. I tried all the antidepressants, from Depakote to lithium they all had some weird side effect. ",10
"December 9, 2011",Anxiety,I was in a car accident a few years ago. After that I had a panic attack when I would have to ride in a car. My doctor prescribed me 1 mg whenever I had to ride and it helped great. Now my doctor relocated and no other doctors will prescribe it. It causes problems between me and my wife.,10
"December 8, 2011",Anxiety,Xanax is wonderful for anxiety and panic attacks. I can thank this medication for making me a normal person. For being able to walk anywhere where there are people and feel absolutely no anxiety whatsoever. It's given me my life back. ,10
"December 5, 2011",Anxiety,"I have lived with anxiety for five years and it has been a living nightmare. I struggle with trying to relax and calm after a long days' work. I am a mother, full-time employee and a recent college graduate (full-time, too). I have lived so long being stretched and now that I don't need to stretch that far, I have issues with trying to relax and take it easy. I am on Celexa and had to add Xanax to my regimen a year ago after having my first panic attack. I take 0.25mg as needed and sometimes before bed to help me sleep. Xanax has helped me calm my nerves and relax. Usually within the first half hour, I feel like I can chill out. It takes away the physical effects (shakiness and fast heart beat) and cools the mind and thought process.",9.0
"December 4, 2011",Anxiety,They work so good for me. I don't know what I would do without it. ,10
"December 2, 2011",Depression,Good ,10
"December 1, 2011",Anxiety,"I have been taking Xanax off and on for about 3 years now. It is great for anxiety. I spent thousands of dollars going to the ER thinking I was having a heart attack before it was brought to my attention that it was actually anxiety. I take 0.5mg as needed now. I noticed that when I stopped taking it that I could not sleep for days and I became shaky at times, and the anxiety returns immediately. The other thing that I notice is that after a while you become immune to the dosage. If you only take it with the onset of an anxiety or panic attack it shouldn't be a problem.",8.0
"November 25, 2011",Depression,Xanax is so great for me because I self-injure. It gives me the rational stance in my head when I feel like cutting myself. It doesn't allow me the energy to get so angry at myself. You just have to remember to actually take it when you feel your attack coming on and have patience for it to kick in. This is the best benzodiazepine because it works the fastest. Ativan is good sometimes. I saw trails but Xanax being the fastest but Klonopin lasts the longest.,9.0
"November 23, 2011",Anxiety,"Xanax saved me from the brink. I suffer from panic disorder and anxiety and Xanax has been the only thing that works. The only thing: respect it. Don't drink alcohol on it or you will become highly intoxicated, and possibly get sleep apnea. Respect this drug and it will serve you well. ",8.0
"November 21, 2011",Anxiety,"I was prescribed Xanax by my psychiatrist because of severe anxiety.  I was started on 1 mg to be taken at night. It has been the best medication prescribed for my condition as it also helped slow down the suicidal thoughts which were on a daily basis.  I am still taking Xanax under GP supervision, as it helps relieve the level of anxiety tremendously.  It is the best medication ever made for people who are born prone to anxiety throughout their childhood/adolescence and extreme shyness, yes shyness.  I also take it in conjunction with antidepressant, Aropax, which helped with my depression but also with my unfortunate disability of extreme shyness which was a constant problem for me as an adult basically all my life.",10
"November 16, 2011",Panic Disorder,"I have had panic disorder for 16 years. I have found that I cause my panic attacks by the way I am thinking (negatively). It took a long time to come to this conclusion. I was prescribed Xanax initially, along with therapy. The therapy has been the most helpful (talking, journaling, etc.).

",NaN
"November 12, 2011",Anxiety,Absolutely the best medication for anxiety. I have taken this medicine on and off for over twenty years and it has literally saved my life.  I too wish that people would stop abusing this medicine and that doctors would not fear prescribing it when necessary. It's been prescribed to me with antidepressants of different kinds and allowed me to live a normal life for the most part.,10
"November 5, 2011",Anxiety,"I've had anxiety issues my entire life. I honestly thought I was weird because I could not handle all the stress from my job and personal life. I don't have children, so again, I thought I had some severe mental issues! I tried Klonopin, WSellbutrin and Lexapro. All made me feel and act like a zombie. I am on Xanax 1mg 3x a day. Doing great, changed jobs now making more money without as much stress, happily married, and about to start law school. All good for now.",10
"November 1, 2011",Panic Disorder,"I have been taking Xanax for 4 years. This pill has done wonders for me. It really did give me control of my life back. I was prescribed 1 mg. I was afraid to take it at first because of all the stories I have heard about addiction. Well, when I first tried it, it was an immediate success and I knew I found the key to living the rest of my life normally. My doctor didn't just throw this at me. This was our last option. It was the best one.

I do get dizzy sometimes. I also experienced weight gain. That was mainly because as I started to live normally again I stopped working out and other methods that I used to help combat panic. That was mainly a healthier life style that I assumed would naturally help me think clear.",10
"October 28, 2011",Anxiety,"Changed my life completely, I can actually function in social settings.",10
"October 27, 2011",Anxiety,I have had depression since I was a teenager. I have tried pretty much anything you could think of. Nothing has helped me like Xanax. The problem is that doctors don't like to prescribe this medicine. I feel so lost without it and I would only take it when I really needed it. Only 2 or 3 times a week. ,10
"October 24, 2011",Anxiety,"I feel like Xanax saved me. I had a very rough childhood with my father addicted to drugs, lost our house, had to raise my sisters because my mom had to get a full time job. I was going down a very bumpy road. I finally settled down with my now soon to be husband, and with the persuasion of him and my father (now sober, and also has anxiety) At age 18 I finally broke down and decided to go talk to a doctor. He prescribed me to multiple anti-depressants that made everything worse. He then put me on Xanax, I've never been so stress free. I have held down the same job, I'm doing well in school and again, and maintained a healthy relationship. I'm a changed person at 21 years old.",10
"October 20, 2011",Depression,"I've had big problems with both depression and anxiety, and I've tried most of the benzodiazepines that are available (Diazepam, Clonazepam, Flunitrazepam, Nitrazepam, Oxazepam, and so on), and also a couple of different antidepressants. SSRI's and Mirtazapine(brand name ""Remeron""). And after trying all of these different medications, I didn't think I EVER could get rid of the depression and anxiety and live a normal life (which in turn made me even more depressed), but then in comes Xanax! And it didn't take long before I was almost entirely free from both the depression and the anxiety, which had had such a strong grip on my life for such a long time and almost ruined my life! I really feel like I owe my life to the wonderful Alprazolam!",10
"October 17, 2011",Anxiety,Xanax is a miracle and cures my anxiety while I use it. I highly recommend it!,10
"October 16, 2011",Anxiety,"I have very severe generalized anxiety which sometimes manifests as the inability to leave my home (or sometimes, my room). I have other psychological issues as well and Xanax can reduce a manic or psychotic episode into almost nothing. I have been thinking of asking for extended release tablets. When I feel a serious panic attack coming on it is awesome to have something that stops the attack, and doesn't leave me too 'dopey' feeling to go back to work or whatever I was doing. Thanks Xanax.",10
"October 14, 2011",Anxiety,"I suffer from anxiety and was prescribed Cymbalta and Xanax. While they both worked, I didn't like the way Cymbalta made me feel and I had some of the more alarming side-effects, so I've switched over to just taking Xanax as needed and going to a psychotherapist, and I feel much much more in control of my anxiety. I only take 0.25mg as needed (when I feel my anxiety building) and find it to be perfect, I can calm myself down more quickly and still focus and work productively.",10
"October 12, 2011",Anxiety,"Xanax is something that I was afraid to take, given the fact that people with anxiety and panic attacks are usually scared of what the medicine is going to do.  I finally gave in and started taking my Xanax on a day when I needed to go to the Doctor which terrifies me.  I took the lowest dose, 0.25 mg and I am so thankful that I did.  No panic whatsoever at the Doctors office.  I so look forward to knowing that I will have something to take to help me get through panic situations that I have been avoiding for years.",10
"October 10, 2011",Anxiety,"I have been taking Xanax for 2 years. As soon as they put me on it I was like whoa! This is like a whole new world. I am bipolar, personalty disorder, mentally disabled and have anxiety. This medicine has helped me. I have started out on 1mg at night, then 2 months later a 2mg ER Xanax then they add a 2 mg bar at night and ever since things have been nice and all my moods have been at bay and anxiety has been down. Things are good.",NaN
"October 9, 2011",Anxiety,"I've never taken Xanax before up until now. I've tried Effexor, Viibryd, Wellbutrin, etc. but none of those worked at all and I could not handle the side effects. Xanax has given me my life back. My panic attacks have finally reduced, but more importantly I can continue to function in my normal everyday life. Most other medicines have me sitting on the couch in the evenings doing absolutely nothing as nothing seemed to matter. With Xanax, I can effectively handle my overwhelming daily task list!",9.0
"October 6, 2011",Anxiety,"This medication has been a God send for my chronic battle with anxiety and depression. A much safer alternative and also a much less expensive medicine than most barbituates, Xanax works very well on me and several of my fellow patients who suffer from anxiety.",9.0
"October 4, 2011",Tinnitus,This worked great for me until my Doctor retired and the new Doctor taking over patients wont prescribe it.  Now ringing in ears is back in full force.,8.0
"September 21, 2011",Anxiety,Amazing medicine,10
"September 17, 2011",Anxiety,"I have suffered from anxiety for years and tried to combat it without medicines.  I finally gave in and went to the doctor and was given Xanax.  This medicine has tremendously helped my anxiety. I take 0.50 mg as needed (about once a week). It begins working within 10 minutes and doesn't wear-off until 4-5 hours later, which is perfect for me.  It can make me a little drowsy, but not to the point where I feel like I'm going to fall asleep while I'm in public.  I have never been addicted to this medicine, as I've been very careful to ONLY take it when I really need it.",10
"September 12, 2011",Panic Disorder,"This medication has literally changed my life. I was house bound prior to taking Xanax for panic. 99% of my symptoms have disappeared in the last 6 months and again, it's a new life. I feel normal again.",9.0
"September 8, 2011",Panic Disorder,I have suffered from a very severe anxiety and panic disorder all of my life.  I was given Xanax about a year ago because the medications I was taking were not working.  I started taking the Xanax which did take care of the panic attacks for the most part.  But what I did not realize is that though I was taking the dosage that the doctor had prescribed to me I was blacking out and getting very violent or I would be asleep my eyes would open I would punch my boyfriend in the face and try to choke him then go back to sleep like nothing even happened.  The morning after these events he would wake up on the couch and tell me what I had done.  I did not remember doing any of this.  It was terrifying.,1.0
"September 6, 2011",Depression,Have panic attacks approximately twice per year emerging with breathing problems. Result was depression with sleep hours falling from normal 8 hours to 2~3 hours. I fight depression with citalopram hydrobromide (Exenadil 20mg). Xanax helps me sleep whenever I feel I will miss my sleep. My schedule : Take depression medicine every two months for 6 months period. Take Xanax ONLY at night before sleep WHENEVER I feel I will miss my sleep. Fight my ugly morning wake ups by my own doing the most favorable things of the day in the morning.,10
"August 31, 2011",,"I could not get on a plane, in elevators, rooms without windows, or even a automated car wash. Thank goodness for this medication and the doctors that helped me find some peace in my life and now I just got back from seeing my sister 2000 miles away (went there by plane- I did advise my flight attendant i was on this medication and to wake me if I fell asleep).",NaN
"August 17, 2011",Anxiety,"Too make a long story short, a little over 2 weeks ago after an MRI, we were told our daughter had a birth defect called Chiari which required brain surgery, which is scheduled for September 9, 2011.  My anxiety was so bad I couldn't function normally and couldn't stop crying, couldn't sleep, had chest pains and my head was so lightheaded I thought I would pass out. Xanax stopped all of it. I only rate it an 8, not because of how it works, but because of me. I still can't control my anxiety without help from Xanax. Now I can sleep, breath and only cry once a day if at all. I'm seeing a shrink and feeling stronger so maybe soon I will be in control of myself again and handle my families life again as a strong mom and woman.",8.0
"August 10, 2011",Panic Disorder,This is the only drug that has kept my generalized anxiety disorder and panic disorder under control. I prescribed this by my PCP when I was about 20 and have been taking it up to the present. I couldn't go without it. ,10
"August 10, 2011",Depression,"It's the best medication I ever taking for anxiety and an instant antidepressant. I have taken it since I was about 21, and it still works great.  ",10
"August 8, 2011",Anxiety,"I've been on Alprazolam (Xanax) for over five years now.  I take 2mg four times a day.  Xanax is the only medication, when taken as prescribed, that allows me to manage my anxiety and panic disorder.  I have my Generalized Anxiety Disorder (GAD), My Severe Panic Disorder, My Antisocial tendencies, My Social Anxiety, My insecurity's and even my Agoraphobia all to a tolerable level. Xanax has greatly improved the quality of my life. If you can't find anything else that works, ask your doctor about Alprazolam.",10
"August 3, 2011",Anxiety,"This medicine is great. No side effects. Calms me down. Helps with the racing thoughts at night and to relax and get to sleep. I also had panic attacks, now with Xanax they are gone. I only take 0.5mg at night and as needed when nervous or with social anxiety if I go out. It works wonders. It is sad that many doctors do not want to prescribe it because of stigma of abuse and it really would help many people with anxiety disorders.",10
"August 1, 2011",Panic Disorder,I was diagnosed with a severe panic disorder that literally took over my life. I was prescribed Xanax 0.25mg it is my life saver. I feel like my old self and I look forward to getting up in the morning. I was petrified of getting the panic attacks and this medication has helped and it works within 15 minutes of taking it. I have had reduced attacks and feel so much better. The only downside is you feel a little bit drowsy and if you are late taking it on time I found I would get severe blurred vision. It usually passed within a few hours. You definitely have to take it on time.,10
"July 26, 2011",Anxiety,I have emphysema related anxiety and Xanax is the only thing that helps me. It does not get rid of the anxiety attacks but is strong enough to manage getting my anxiety attack under control. The quality of my life is unbearable without this medication.,10
"July 18, 2011",Anxiety,"Xanax for panic attacks saved my life. I had developed agoraphobia after 9 months or so of severe panic. I was prescribed Xanax for occasional use by a very smart doctor and just knowing I had them to rely on if I needed them was enough to end the cycle of panic. If you panic, they work quickly to end the attack. I know that people have trouble with withdrawal if they're used for too long. I did my best to breathe through the attacks and fend them off myself, but when I couldn't Xanax was a savior.",10
"July 13, 2011",Anxiety,Calms my anxiety better then anything else. When I have anxiety attacks and take one or two Xanax I actually feel normal again and a lot more outgoing and I'm not so shy or afraid to meet and talk to new people that I may meet.,10
"July 11, 2011",Panic Disorder,Having burning tongue syndrome is very rare and it feels like you have an electric cable attached to your tongue.  After 3 years and 14 doctors and about 20 different medicines not to mention brain surgery NOTHING worked. One day I had a panic attack and the emergency room doctor prescribed Xanax.  It took me week and half to try it but the result was immediate. For 1st time in years I feel like living again.,8.0
"July 11, 2011",Anxiety,Effectively and rapidly eliminates symptoms of my anxiety.  Also works well in calming my thoughts down.  Only downside of this medication that I can conjure up is a propensity to make me lethargic...but this is only a significant problem if I'm not engaged in some sort of physical or mental diversion.,8.0
"June 28, 2011",Anxiety,I have two small children and it can be a lot to deal with on a daily basis. My doctor prescribed 1mg twice a day and it has helped tremendously with taking care of my daily activities and not being so stressed out all the time. I would say to anybody with a problem with stress or raising small kids it definitely helps make things a lot more bearable.,10
"June 14, 2011",Depression,Xanax is one of the best medicines ever made to help depression and anxiety. They shouldn't be so hard to get prescribed though. They are a wonderful medicine that makes you happy even when you have major problems. If everyone took Xanax it would be the happiest country in the world.,10
"May 30, 2011",Panic Disorder,"This medicine is a life-saver. Before I began taking Xanax the suffering I endured was indescribable. I panicked when I rode on trains or buses. I almost went out of my mind if a train stopped or slowed down between stations and I could not get off. I felt trapped. 

  During a job interview I suffered such a severe panic attack that I wanted to flee into the street. My doctor prescribed Xanax and I was able to start and continue to work. Otherwise, I would have committed suicide. Fortunately, I get a generous supply each month, which I use up.

I've heard horror stories from people whose doctors will not prescribe benzodiazepines at all. Also, some states place unnecessary  red tape on Xanax prescriptions.",10
"May 23, 2011",Anxiety,"It's sad. Ever since I was a child I've had anxiety problems and it only seems to get worse with age. I've used Xanax for years to help control it, when it feels like I'm going to have a heart attack (racing heart) or I start shaking so bad I can't even think straight. Xanax worked wonders for me. Now my MD. wants to stop it. I'm on Cymbalta and unfortunately, I find it a very poor substitute. As I find it doesn't do 'The Great Job Xanax Did'. ",10
"May 20, 2011",Anxiety,I have been on Xanax for a few years for anxiety and panic attacks and have found Xanax to be very helpful and not as addictive as many other medications.,10
"May 20, 2011",Panic Disorder,"This was the only thing that would get me back on an airplane after 911. I fly a lot for my work, I have found it helps me deal with TSA with all the lines in security. I take the 0.5mg as needed, only need them for flying.  No, I am not a pilot!",NaN
"May 17, 2011",Panic Disorder,"Xanax has been an extremely effective medication. I have severe panic with agoraphobia and failed to respond to therapy, clonazepam, paroxetine, other benzodiazepines, antidepressants, AED's, beta-blockers, and others. I have taken up to 12 mg/day but I find that 4-6 mg/day is best. Side effects are non-existent nor have I ever experienced any form of withdrawal. Incidentally Xanax (along with imipramine) have been shown to be effective for years of continuous use. Great for either short-term use, and if needed, long-term use.",10
"May 15, 2011",Anxiety,"Xanax (Alprazolam) is a good drug for anxiety and panic disorder, is wonderful while you're taking it. But I know to leave this medicine is so painful and has many unpleasant effects on the withdrawal. It works great for me.",8.0
"May 9, 2011",Anxiety,"I started taking Xanax at age 20 and it was a great medicine. I had such bad panic attacks and just constant anxiety 24/7.  I started out on a low dose and within 15 mins I felt calm and fine. I got from the place of not being able to walk outside or answer the phone to being able to get married, have a job, go on vacations. Anything I wanted to do. I WAS NORMAL.  But now I'm 36 and on the highest dose 4 mg a day and about 4 1/2 years ago my horrible anxiety came back even though I'm taking it.  I can't work, drive or really go anywhere anymore.  So I guess I'd say it works but then you may build up a tolerance and then it won't work. ",6.0
"May 5, 2011",Anxiety,"I was taking 4mg of Xanax almost daily for about a year. I tried to quit cold turkey by being off of them for about 4 days straight and when day 5 hit me I thought I was going to die. I couldn't sleep for the 4 days I didn't have it, constant pacing around the house, twitches like crazy and had to get some ASAP as I was out. It has been over a month now and I am slowly coming off of the Xanax. I am down to about 1mg every 2 days or so and I haven't had any additional medications. It can be done but you have to prepare yourself for it mentally and tell yourself you CAN do it. I have quit in the past and regret ever picking up the bottle again. ",2.0
